id,cluster,title,owner_team,blocking_dependencies,parallelizable_cluster,estimated_complexity,risk_level,merge_risk_score,ci_gates,produced_artifacts
C04-071,C04,Gemini CLI: Create drift detection and repair behavior,harness-gemini,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/gemini-cli.md;tests/fixtures/harnesses/gemini-cli/
C04-072,C04,Gemini CLI: Create rollback validation fixture,harness-gemini,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/gemini-cli.md;tests/fixtures/harnesses/gemini-cli/
C04-073,C04,Cursor Editor: Validate repo artifacts and support tier,harness-cursor,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cursor-editor.md;tests/fixtures/harnesses/cursor-editor/
C04-074,C04,Cursor Editor: Map official extension/plugin/config surfaces,harness-cursor,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cursor-editor.md;tests/fixtures/harnesses/cursor-editor/
C04-075,C04,Cursor Editor: Define skill projection behavior,harness-cursor,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cursor-editor.md;tests/fixtures/harnesses/cursor-editor/
C04-076,C04,Cursor Editor: Define MCP projection behavior and constraints,harness-cursor,C01-001;C02-001;C03-005,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cursor-editor.md;tests/fixtures/harnesses/cursor-editor/
C04-077,C04,Cursor Editor: Define instruction/rules/doc projection behavior,harness-cursor,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cursor-editor.md;tests/fixtures/harnesses/cursor-editor/
C04-078,C04,Cursor Editor: Create golden config fixtures,harness-cursor,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cursor-editor.md;tests/fixtures/harnesses/cursor-editor/
C04-079,C04,Cursor Editor: Create harness-specific setup docs,harness-cursor,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cursor-editor.md;tests/fixtures/harnesses/cursor-editor/
C04-080,C04,Cursor Editor: Create drift detection and repair behavior,harness-cursor,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cursor-editor.md;tests/fixtures/harnesses/cursor-editor/
C04-081,C04,Cursor Editor: Create rollback validation fixture,harness-cursor,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cursor-editor.md;tests/fixtures/harnesses/cursor-editor/
C04-082,C04,Cursor Agent CLI/Web: Validate repo artifacts and support tier,harness-cursor,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cursor-agent.md;tests/fixtures/harnesses/cursor-agent/
C04-083,C04,Cursor Agent CLI/Web: Map official extension/plugin/config surfaces,harness-cursor,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cursor-agent.md;tests/fixtures/harnesses/cursor-agent/
C04-084,C04,Cursor Agent CLI/Web: Define skill projection behavior,harness-cursor,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cursor-agent.md;tests/fixtures/harnesses/cursor-agent/
C04-085,C04,Cursor Agent CLI/Web: Define MCP projection behavior and constraints,harness-cursor,C01-001;C02-001;C03-005,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cursor-agent.md;tests/fixtures/harnesses/cursor-agent/
C04-086,C04,Cursor Agent CLI/Web: Define instruction/rules/doc projection behavior,harness-cursor,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cursor-agent.md;tests/fixtures/harnesses/cursor-agent/
C04-087,C04,Cursor Agent CLI/Web: Create golden config fixtures,harness-cursor,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cursor-agent.md;tests/fixtures/harnesses/cursor-agent/
C04-088,C04,Cursor Agent CLI/Web: Create harness-specific setup docs,harness-cursor,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cursor-agent.md;tests/fixtures/harnesses/cursor-agent/
C04-089,C04,Cursor Agent CLI/Web: Create drift detection and repair behavior,harness-cursor,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cursor-agent.md;tests/fixtures/harnesses/cursor-agent/
C04-090,C04,Cursor Agent CLI/Web: Create rollback validation fixture,harness-cursor,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cursor-agent.md;tests/fixtures/harnesses/cursor-agent/
C04-091,C04,Antigravity: Validate repo artifacts and support tier,harness-experimental,C01-001;C02-001,C04,M,high,4,harness-fixtures;docs-truth,planning/20-harness-registry/antigravity.md;tests/fixtures/harnesses/antigravity/
C04-092,C04,Antigravity: Map official extension/plugin/config surfaces,harness-experimental,C01-001;C02-001,C04,M,high,4,harness-fixtures;docs-truth,planning/20-harness-registry/antigravity.md;tests/fixtures/harnesses/antigravity/
C04-093,C04,Antigravity: Define skill projection behavior,harness-experimental,C01-001;C02-001,C04,M,high,4,harness-fixtures;docs-truth,planning/20-harness-registry/antigravity.md;tests/fixtures/harnesses/antigravity/
C04-094,C04,Antigravity: Define MCP projection behavior and constraints,harness-experimental,C01-001;C02-001;C03-005,C04,M,high,4,harness-fixtures;docs-truth,planning/20-harness-registry/antigravity.md;tests/fixtures/harnesses/antigravity/
C04-095,C04,Antigravity: Define instruction/rules/doc projection behavior,harness-experimental,C01-001;C02-001,C04,M,high,4,harness-fixtures;docs-truth,planning/20-harness-registry/antigravity.md;tests/fixtures/harnesses/antigravity/
C04-096,C04,Antigravity: Create golden config fixtures,harness-experimental,C01-001;C02-001,C04,M,high,4,harness-fixtures;docs-truth,planning/20-harness-registry/antigravity.md;tests/fixtures/harnesses/antigravity/
C04-097,C04,Antigravity: Create harness-specific setup docs,harness-experimental,C01-001;C02-001,C04,M,high,4,harness-fixtures;docs-truth,planning/20-harness-registry/antigravity.md;tests/fixtures/harnesses/antigravity/
C04-098,C04,Antigravity: Create drift detection and repair behavior,harness-experimental,C01-001;C02-001,C04,M,high,4,harness-fixtures;docs-truth,planning/20-harness-registry/antigravity.md;tests/fixtures/harnesses/antigravity/
C04-099,C04,Antigravity: Create rollback validation fixture,harness-experimental,C01-001;C02-001,C04,M,high,4,harness-fixtures;docs-truth,planning/20-harness-registry/antigravity.md;tests/fixtures/harnesses/antigravity/
C04-100,C04,Perplexity Desktop: Validate repo artifacts and support tier,harness-experimental,C01-001;C02-001,C04,M,high,4,harness-fixtures;docs-truth,planning/20-harness-registry/perplexity-desktop.md;tests/fixtures/harnesses/perplexity-desktop/
C04-101,C04,Perplexity Desktop: Map official extension/plugin/config surfaces,harness-experimental,C01-001;C02-001,C04,M,high,4,harness-fixtures;docs-truth,planning/20-harness-registry/perplexity-desktop.md;tests/fixtures/harnesses/perplexity-desktop/
C04-102,C04,Perplexity Desktop: Define skill projection behavior,harness-experimental,C01-001;C02-001,C04,M,high,4,harness-fixtures;docs-truth,planning/20-harness-registry/perplexity-desktop.md;tests/fixtures/harnesses/perplexity-desktop/
C04-103,C04,Perplexity Desktop: Define MCP projection behavior and constraints,harness-experimental,C01-001;C02-001;C03-005,C04,M,high,4,harness-fixtures;docs-truth,planning/20-harness-registry/perplexity-desktop.md;tests/fixtures/harnesses/perplexity-desktop/
C04-104,C04,Perplexity Desktop: Define instruction/rules/doc projection behavior,harness-experimental,C01-001;C02-001,C04,M,high,4,harness-fixtures;docs-truth,planning/20-harness-registry/perplexity-desktop.md;tests/fixtures/harnesses/perplexity-desktop/
C04-105,C04,Perplexity Desktop: Create golden config fixtures,harness-experimental,C01-001;C02-001,C04,M,high,4,harness-fixtures;docs-truth,planning/20-harness-registry/perplexity-desktop.md;tests/fixtures/harnesses/perplexity-desktop/
C04-106,C04,Perplexity Desktop: Create harness-specific setup docs,harness-experimental,C01-001;C02-001,C04,M,high,4,harness-fixtures;docs-truth,planning/20-harness-registry/perplexity-desktop.md;tests/fixtures/harnesses/perplexity-desktop/
C04-107,C04,Perplexity Desktop: Create drift detection and repair behavior,harness-experimental,C01-001;C02-001,C04,M,high,4,harness-fixtures;docs-truth,planning/20-harness-registry/perplexity-desktop.md;tests/fixtures/harnesses/perplexity-desktop/
C04-108,C04,Perplexity Desktop: Create rollback validation fixture,harness-experimental,C01-001;C02-001,C04,M,high,4,harness-fixtures;docs-truth,planning/20-harness-registry/perplexity-desktop.md;tests/fixtures/harnesses/perplexity-desktop/
C04-109,C04,Cherry Studio: Validate repo artifacts and support tier,harness-experimental,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cherry-studio.md;tests/fixtures/harnesses/cherry-studio/
C04-110,C04,Cherry Studio: Map official extension/plugin/config surfaces,harness-experimental,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cherry-studio.md;tests/fixtures/harnesses/cherry-studio/
C04-111,C04,Cherry Studio: Define skill projection behavior,harness-experimental,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cherry-studio.md;tests/fixtures/harnesses/cherry-studio/
C04-112,C04,Cherry Studio: Define MCP projection behavior and constraints,harness-experimental,C01-001;C02-001;C03-005,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cherry-studio.md;tests/fixtures/harnesses/cherry-studio/
C04-113,C04,Cherry Studio: Define instruction/rules/doc projection behavior,harness-experimental,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cherry-studio.md;tests/fixtures/harnesses/cherry-studio/
C04-114,C04,Cherry Studio: Create golden config fixtures,harness-experimental,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cherry-studio.md;tests/fixtures/harnesses/cherry-studio/
C04-115,C04,Cherry Studio: Create harness-specific setup docs,harness-experimental,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cherry-studio.md;tests/fixtures/harnesses/cherry-studio/
C04-116,C04,Cherry Studio: Create drift detection and repair behavior,harness-experimental,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cherry-studio.md;tests/fixtures/harnesses/cherry-studio/
C04-117,C04,Cherry Studio: Create rollback validation fixture,harness-experimental,C01-001;C02-001,C04,M,medium,4,harness-fixtures;docs-truth,planning/20-harness-registry/cherry-studio.md;tests/fixtures/harnesses/cherry-studio/
C05-001,C05,Design wagents doctor output model,ux-cli,C01-009,C05,M,medium,3,cli-snapshots;docs-truth,planning/artifacts/C05-001.md
C05-002,C05,Implement doctor prerequisites and harness detection spec,ux-cli,C01-009,C05,M,medium,3,cli-snapshots;docs-truth,planning/artifacts/C05-002.md
C05-003,C05,Design catalog browse/explain UX,ux-cli,C01-009,C05,M,medium,3,cli-snapshots;docs-truth,planning/artifacts/C05-003.md
C05-004,C05,Design skill add preview/apply UX,ux-cli,C01-009,C05,M,medium,3,cli-snapshots;docs-truth,planning/artifacts/C05-004.md
C05-005,C05,Design MCP inspect/enable UX,ux-cli,C01-009,C05,M,medium,3,cli-snapshots;docs-truth,planning/artifacts/C05-005.md
C05-006,C05,Design sync preview UX,ux-cli,C01-009,C05,M,medium,3,cli-snapshots;docs-truth,planning/artifacts/C05-006.md
C05-007,C05,Design sync apply transaction UX,ux-cli,C01-009,C05,M,medium,3,cli-snapshots;docs-truth,planning/artifacts/C05-007.md
C05-008,C05,Design rollback UX,ux-cli,C01-009,C05,M,medium,3,cli-snapshots;docs-truth,planning/artifacts/C05-008.md
C05-009,C05,Design OpenSpec command group UX,ux-cli,C01-009,C05,M,medium,3,cli-snapshots;docs-truth,planning/artifacts/C05-009.md
C05-010,C05,Define machine-readable JSON output formats for automation,ux-cli,C01-009,C05,M,medium,3,cli-snapshots;docs-truth,planning/artifacts/C05-010.md
C05-011,C05,Define CLI error taxonomy and remediation hints,ux-cli,C01-009,C05,M,medium,3,cli-snapshots;docs-truth,planning/artifacts/C05-011.md
C05-012,C05,Define dashboard information architecture,ux-cli,C01-009,C05,M,medium,3,cli-snapshots;docs-truth,planning/artifacts/C05-012.md
C05-013,C05,Define skill catalog dashboard view,ux-cli,C01-009,C05,M,medium,3,cli-snapshots;docs-truth,planning/artifacts/C05-013.md
C05-014,C05,Define MCP audit dashboard view,ux-cli,C01-009,C05,M,medium,3,cli-snapshots;docs-truth,planning/artifacts/C05-014.md
C05-015,C05,Define config drift dashboard view,ux-cli,C01-009,C05,M,medium,3,cli-snapshots;docs-truth,planning/artifacts/C05-015.md
C05-016,C05,Define transaction history dashboard view,ux-cli,C01-009,C05,M,medium,3,cli-snapshots;docs-truth,planning/artifacts/C05-016.md
C05-017,C05,Define support matrix dashboard view,ux-cli,C01-009,C05,M,medium,3,cli-snapshots;docs-truth,planning/artifacts/C05-017.md
C05-018,C05,Define guided onboarding wizard,ux-cli,C01-009,C05,M,medium,3,cli-snapshots;docs-truth,planning/artifacts/C05-018.md
C05-019,C05,Create CLI golden snapshot tests,ux-cli,C01-009,C05,M,medium,3,cli-snapshots;docs-truth,planning/artifacts/C05-019.md
C05-020,C05,Create dashboard wireframe docs,ux-cli,C01-009,C05,M,medium,3,cli-snapshots;docs-truth,planning/artifacts/C05-020.md
C06-001,C06,Define transaction engine operation model,security,C01-001,C06,M,high,3,security-review;policy-tests,planning/artifacts/C06-001.md
C06-002,C06,Define backup snapshot format,security,C01-001,C06,M,high,3,security-review;policy-tests,planning/artifacts/C06-002.md
C06-003,C06,Define atomic file-write strategy,security,C01-001,C06,M,high,3,security-review;policy-tests,planning/artifacts/C06-003.md
C06-004,C06,Define rollback verification strategy,security,C01-001,C06,M,high,3,security-review;policy-tests,planning/artifacts/C06-004.md
C06-005,C06,Define secret redaction model,security,C01-001,C06,M,high,3,security-review;policy-tests,planning/artifacts/C06-005.md
C06-006,C06,Define environment overlay policy,security,C01-001,C06,M,high,3,security-review;policy-tests,planning/artifacts/C06-006.md
C06-007,C06,Define policy-as-code validation rules,security,C01-001,C06,M,high,3,security-review;policy-tests,planning/artifacts/C06-007.md
C06-008,C06,Define external skill source trust policy,security,C01-001,C06,M,high,3,security-review;policy-tests,planning/artifacts/C06-008.md
C06-009,C06,Define MCP source trust policy,security,C01-001,C06,M,high,3,security-review;policy-tests,planning/artifacts/C06-009.md
C06-010,C06,Define signing/checksum/provenance strategy,security,C01-001,C06,M,high,3,security-review;policy-tests,planning/artifacts/C06-010.md
C06-011,C06,Evaluate Sigstore/cosign for skill provenance,security,C01-001,C06,M,high,3,security-review;policy-tests,planning/artifacts/C06-011.md
C06-012,C06,Evaluate SBOM tooling for skill dependencies,security,C01-001,C06,M,high,3,security-review;policy-tests,planning/artifacts/C06-012.md
C06-013,C06,Evaluate OPA/Conftest for registry policy,security,C01-001,C06,M,high,3,security-review;policy-tests,planning/artifacts/C06-013.md
C06-014,C06,Define sandbox profiles for script-backed skills,security,C01-001,C06,M,high,3,security-review;policy-tests,planning/artifacts/C06-014.md
C06-015,C06,Define sandbox profiles for local MCP servers,security,C01-001,C06,M,high,3,security-review;policy-tests,planning/artifacts/C06-015.md
C06-016,C06,Define network access declaration schema,security,C01-001,C06,M,high,3,security-review;policy-tests,planning/artifacts/C06-016.md
C06-017,C06,Define prompt-injection and tool-poisoning mitigations,security,C01-001,C06,M,high,3,security-review;policy-tests,planning/artifacts/C06-017.md
C06-018,C06,Define security review checklist,security,C01-001,C06,M,high,3,security-review;policy-tests,planning/artifacts/C06-018.md
C06-019,C06,Create threat model docs,security,C01-001,C06,M,high,3,security-review;policy-tests,planning/artifacts/C06-019.md
C06-020,C06,Create security exception workflow,security,C01-001,C06,M,high,3,security-review;policy-tests,planning/artifacts/C06-020.md
C07-001,C07,Create registry schema validation CI gate,ci-evals,C01-013,C07,M,medium,3,ci,planning/artifacts/C07-001.md
C07-002,C07,Create skill validation CI gate,ci-evals,C01-013,C07,M,medium,3,ci,planning/artifacts/C07-002.md
C07-003,C07,Create skill CLI conformance CI gate,ci-evals,C01-013,C07,M,medium,3,ci,planning/artifacts/C07-003.md
C07-004,C07,Create MCP registry validation CI gate,ci-evals,C01-013,C07,M,medium,3,ci,planning/artifacts/C07-004.md
C07-005,C07,Create MCP smoke test CI gate,ci-evals,C01-013,C07,M,medium,3,ci,planning/artifacts/C07-005.md
C07-006,C07,Create MCP security scan CI gate,ci-evals,C01-013,C07,M,medium,3,ci,planning/artifacts/C07-006.md
C07-007,C07,Create adapter golden-fixture CI gate,ci-evals,C01-013,C07,M,medium,3,ci,planning/artifacts/C07-007.md
C07-008,C07,Create docs truth CI gate,ci-evals,C01-013,C07,M,medium,3,ci,planning/artifacts/C07-008.md
C07-009,C07,Create AI instruction truth CI gate,ci-evals,C01-013,C07,M,medium,3,ci,planning/artifacts/C07-009.md
C07-010,C07,Create OpenSpec validation CI gate,ci-evals,C01-013,C07,M,medium,3,ci,planning/artifacts/C07-010.md
C07-011,C07,Create transaction rollback CI gate,ci-evals,C01-013,C07,M,medium,3,ci,planning/artifacts/C07-011.md
C07-012,C07,Create repo-sync inventory CI gate,ci-evals,C01-013,C07,M,medium,3,ci,planning/artifacts/C07-012.md
C07-013,C07,Create eval scenario schema,ci-evals,C01-013,C07,M,medium,3,ci,planning/artifacts/C07-013.md
C07-014,C07,Create promptfoo/deepeval feasibility notes,ci-evals,C01-013,C07,M,medium,3,ci,planning/artifacts/C07-014.md
C07-015,C07,Create Microsoft skills scenario-harness adaptation note,ci-evals,C01-013,C07,M,medium,3,ci,planning/artifacts/C07-015.md
C07-016,C07,Create deterministic replay fixture design,ci-evals,C01-013,C07,M,medium,3,ci,planning/artifacts/C07-016.md
C07-017,C07,Create local audit log schema,observability,C01-013,C07,M,medium,3,ci,planning/artifacts/C07-017.md
C07-018,C07,Create OpenTelemetry instrumentation plan,observability,C01-013,C07,M,medium,3,ci,planning/artifacts/C07-018.md
C07-019,C07,Create run graph visualization spec,observability,C01-013,C07,M,medium,3,ci,planning/artifacts/C07-019.md
C07-020,C07,Create cost telemetry design,observability,C01-013,C07,M,medium,3,ci,planning/artifacts/C07-020.md
C07-021,C07,Create CI report dashboard spec,observability,C01-013,C07,M,medium,3,ci,planning/artifacts/C07-021.md
C07-022,C07,Create failure remediation docs,observability,C01-013,C07,M,medium,3,ci,planning/artifacts/C07-022.md
C08-001,C08,Canonicalize README quickstart and supported agents section,docs-ai-instructions,C01-005,C08,S,medium,5,docs-truth;ai-instructions-truth,planning/artifacts/C08-001.md
C08-002,C08,Update README skill catalog section from skill inventory,docs-ai-instructions,C01-005,C08,S,medium,5,docs-truth;ai-instructions-truth,planning/artifacts/C08-002.md
C08-003,C08,Update README MCP policy section from MCP inventory,docs-ai-instructions,C01-005,C08,S,medium,5,docs-truth;ai-instructions-truth,planning/artifacts/C08-003.md
C08-004,C08,Update README OpenSpec governance section,docs-ai-instructions,C01-005,C08,S,medium,5,docs-truth;ai-instructions-truth,planning/artifacts/C08-004.md
C08-005,C08,Update AGENTS.md with skill-first decision tree,docs-ai-instructions,C01-005,C08,S,medium,5,docs-truth;ai-instructions-truth,planning/artifacts/C08-005.md
C08-006,C08,Update AGENTS.md with MCP safety policy,docs-ai-instructions,C01-005,C08,S,medium,3,docs-truth;ai-instructions-truth,planning/artifacts/C08-006.md
C08-007,C08,Update CLAUDE.md with Claude Code skills/plugins/hooks/subagents guidance,docs-ai-instructions,C01-005,C08,S,medium,3,docs-truth;ai-instructions-truth,planning/artifacts/C08-007.md
C08-008,C08,Update GEMINI.md with Gemini extension/MCP guidance,docs-ai-instructions,C01-005,C08,S,medium,3,docs-truth;ai-instructions-truth,planning/artifacts/C08-008.md
C08-009,C08,Create .github/copilot-instructions.md projection,docs-ai-instructions,C01-005,C08,S,medium,3,docs-truth;ai-instructions-truth,planning/artifacts/C08-009.md
C08-010,C08,Create .github/instructions scoped instruction docs,docs-ai-instructions,C01-005,C08,S,medium,3,docs-truth;ai-instructions-truth,planning/artifacts/C08-010.md
C08-011,C08,Update Cursor rules docs and deprecate .cursorrules assumptions,docs-ai-instructions,C01-005,C08,S,medium,3,docs-truth;ai-instructions-truth,planning/artifacts/C08-011.md
C08-012,C08,Update OpenCode setup docs,docs-ai-instructions,C01-005,C08,S,medium,3,docs-truth;ai-instructions-truth,planning/artifacts/C08-012.md
C08-013,C08,Update Cherry Studio preset/setup docs,docs-ai-instructions,C01-005,C08,S,medium,3,docs-truth;ai-instructions-truth,planning/artifacts/C08-013.md
C08-014,C08,Update Perplexity Desktop caveat docs,docs-ai-instructions,C01-005,C08,S,medium,3,docs-truth;ai-instructions-truth,planning/artifacts/C08-014.md
C08-015,C08,Update Antigravity experimental caveat docs,docs-ai-instructions,C01-005,C08,S,medium,3,docs-truth;ai-instructions-truth,planning/artifacts/C08-015.md
C08-016,C08,Create docs/skills.md from skill registry,docs-ai-instructions,C01-005,C08,S,medium,3,docs-truth;ai-instructions-truth,planning/artifacts/C08-016.md
C08-017,C08,Create docs/mcp.md from MCP registry,docs-ai-instructions,C01-005,C08,S,medium,3,docs-truth;ai-instructions-truth,planning/artifacts/C08-017.md
C08-018,C08,Create docs/harnesses index,docs-ai-instructions,C01-005,C08,S,medium,3,docs-truth;ai-instructions-truth,planning/artifacts/C08-018.md
C08-019,C08,Create docs/security.md,docs-ai-instructions,C01-005,C08,S,medium,3,docs-truth;ai-instructions-truth,planning/artifacts/C08-019.md
C08-020,C08,Create docs/config-transactions.md,docs-ai-instructions,C01-005,C08,S,medium,3,docs-truth;ai-instructions-truth,planning/artifacts/C08-020.md
C08-021,C08,Create docs/openspec.md,docs-ai-instructions,C01-005,C08,S,medium,3,docs-truth;ai-instructions-truth,planning/artifacts/C08-021.md
C08-022,C08,Create docs/external-capabilities.md,docs-ai-instructions,C01-005,C08,S,medium,3,docs-truth;ai-instructions-truth,planning/artifacts/C08-022.md
C08-023,C08,Create docs/ui-ux.md,docs-ai-instructions,C01-005,C08,S,medium,3,docs-truth;ai-instructions-truth,planning/artifacts/C08-023.md
C08-024,C08,Create docs/evals.md,docs-ai-instructions,C01-005,C08,S,medium,3,docs-truth;ai-instructions-truth,planning/artifacts/C08-024.md
C08-025,C08,Create docs/observability.md,docs-ai-instructions,C01-005,C08,S,medium,3,docs-truth;ai-instructions-truth,planning/artifacts/C08-025.md
C08-026,C08,Create docs/contributing.md overhaul section,docs-ai-instructions,C01-005,C08,S,medium,3,docs-truth;ai-instructions-truth,planning/artifacts/C08-026.md
C08-027,C08,Create version/support matrix doc,docs-ai-instructions,C01-005,C08,S,medium,3,docs-truth;ai-instructions-truth,planning/artifacts/C08-027.md
C08-028,C08,Create MCP audit report doc,docs-ai-instructions,C01-005,C08,S,medium,3,docs-truth;ai-instructions-truth,planning/artifacts/C08-028.md
C08-029,C08,Create external skill audit report doc,docs-ai-instructions,C01-005,C08,S,medium,3,docs-truth;ai-instructions-truth,planning/artifacts/C08-029.md
C08-030,C08,Create docs generation/check command docs,docs-ai-instructions,C01-005,C08,S,medium,3,docs-truth;ai-instructions-truth,planning/artifacts/C08-030.md
C09-001,C09,Create phased rollout plan,release,C05-006;C07-008,C09,S,medium,2,release-readiness,planning/artifacts/C09-001.md
C09-002,C09,Create migration guide for existing users,release,C05-006;C07-008,C09,S,medium,2,release-readiness,planning/artifacts/C09-002.md
C09-003,C09,Create branch/PR integration policy,release,C05-006;C07-008,C09,S,medium,2,release-readiness,planning/artifacts/C09-003.md
C09-004,C09,Create support-tier changelog policy,release,C05-006;C07-008,C09,S,medium,2,release-readiness,planning/artifacts/C09-004.md
C09-005,C09,Create feature flag/preview policy,release,C05-006;C07-008,C09,S,medium,2,release-readiness,planning/artifacts/C09-005.md
C09-006,C09,Create backwards compatibility policy,release,C05-006;C07-008,C09,S,medium,2,release-readiness,planning/artifacts/C09-006.md
C09-007,C09,Create rollback playbook,release,C05-006;C07-008,C09,S,medium,2,release-readiness,planning/artifacts/C09-007.md
C09-008,C09,Create release checklist,release,C05-006;C07-008,C09,S,medium,2,release-readiness,planning/artifacts/C09-008.md
C09-009,C09,Create post-merge validation checklist,release,C05-006;C07-008,C09,S,medium,2,release-readiness,planning/artifacts/C09-009.md
C09-010,C09,Create OpenSpec archive checklist,release,C05-006;C07-008,C09,S,medium,2,release-readiness,planning/artifacts/C09-010.md
C09-011,C09,Create external dependency update cadence,release,C05-006;C07-008,C09,S,medium,2,release-readiness,planning/artifacts/C09-011.md
C09-012,C09,Create long-term maintenance backlog,release,C05-006;C07-008,C09,S,medium,2,release-readiness,planning/artifacts/C09-012.md
C10-001,C10,Implement progressive-disclosure-map planning artifact,docs-architecture,,C10,S,low,1,docs-truth;linkcheck,planning/artifacts/progressive-disclosure-map.md
C10-002,C10,Implement assumption-and-drift-ledger planning artifact,docs-architecture,,C10,S,low,1,docs-truth;linkcheck,planning/artifacts/assumption-and-drift-ledger.md
C10-003,C10,Implement change-portfolio planning artifact,docs-architecture,,C10,S,low,1,docs-truth;linkcheck,planning/artifacts/change-portfolio.md
C10-004,C10,Implement directory-readmes planning artifact,docs-architecture,,C10,S,low,1,docs-truth;linkcheck,planning/artifacts/directory-readmes.md
C10-005,C10,Implement docs-artifact-manifest planning artifact,docs-architecture,,C10,S,low,1,docs-truth;linkcheck,planning/artifacts/docs-artifact-manifest.md
C10-006,C10,Implement source-ledger-refresh planning artifact,docs-architecture,,C10,S,low,1,docs-truth;linkcheck,planning/artifacts/source-ledger-refresh.md
C10-007,C10,Implement repo-sync-inventory planning artifact,docs-architecture,,C10,S,low,1,docs-truth;linkcheck,planning/artifacts/repo-sync-inventory.md
C10-008,C10,Implement support-tier-policy-refresh planning artifact,docs-architecture,,C10,S,low,1,docs-truth;linkcheck,planning/artifacts/support-tier-policy-refresh.md
C10-009,C10,Implement terminology-glossary planning artifact,docs-architecture,,C10,S,low,1,docs-truth;linkcheck,planning/artifacts/terminology-glossary.md
C10-010,C10,Implement planning-doc-link-check planning artifact,docs-architecture,,C10,S,low,1,docs-truth;linkcheck,planning/artifacts/planning-doc-link-check.md
C10-011,C10,Implement generated-vs-source-classifier planning artifact,docs-architecture,,C10,S,low,1,docs-truth;linkcheck,planning/artifacts/generated-vs-source-classifier.md
C10-012,C10,Implement planning-doc-ownership-map planning artifact,docs-architecture,,C10,S,low,1,docs-truth;linkcheck,planning/artifacts/planning-doc-ownership-map.md
C11-001,C11,Validate all local skill.md frontmatter,skills-platform,,C11,M,low,2,skill-spec;script-contract;docs-truth,planning/artifacts/skills/001-validate-all-local-SKILL.md-frontmatter.md
C11-002,C11,Score local skills for progressive disclosure,skills-platform,C10-001,C11,M,low,2,skill-spec;script-contract;docs-truth,planning/artifacts/skills/002-score-local-skills-for-progressive-disclosure.md
C11-003,C11,Extract skill script cli contracts,skills-platform,C10-001,C11,M,low,2,skill-spec;script-contract;docs-truth,planning/artifacts/skills/003-extract-skill-script-CLI-contracts.md
C11-004,C11,Add json/dry-run/exit-code tests for scripts,skills-platform,C10-001,C11,M,low,2,skill-spec;script-contract;docs-truth,planning/artifacts/skills/004-add-JSON/dry-run/exit-code-tests-for-scripts.md
C11-005,C11,Build external skill intake manifest,skills-platform,C10-001,C11,M,medium,2,skill-spec;script-contract;docs-truth,planning/artifacts/skills/005-build-external-skill-intake-manifest.md
C11-006,C11,Implement npx skills wrapper plan,skills-platform,C10-001,C11,M,low,2,skill-spec;script-contract;docs-truth,planning/artifacts/skills/006-implement-npx-skills-wrapper-plan.md
