id,cluster,title,owner_team,blocking_dependencies,risk_level,estimated_complexity,merge_risk_score,parallelizable_cluster
C08-021,C08,Create docs/openspec.md,docs-ai-instructions,C01-005,medium,S,3,C08
C08-022,C08,Create docs/external-capabilities.md,docs-ai-instructions,C01-005,medium,S,3,C08
C08-023,C08,Create docs/ui-ux.md,docs-ai-instructions,C01-005,medium,S,3,C08
C08-024,C08,Create docs/evals.md,docs-ai-instructions,C01-005,medium,S,3,C08
C08-025,C08,Create docs/observability.md,docs-ai-instructions,C01-005,medium,S,3,C08
C08-026,C08,Create docs/contributing.md overhaul section,docs-ai-instructions,C01-005,medium,S,3,C08
C08-027,C08,Create version/support matrix doc,docs-ai-instructions,C01-005,medium,S,3,C08
C08-028,C08,Create MCP audit report doc,docs-ai-instructions,C01-005,medium,S,3,C08
C08-029,C08,Create external skill audit report doc,docs-ai-instructions,C01-005,medium,S,3,C08
C08-030,C08,Create docs generation/check command docs,docs-ai-instructions,C01-005,medium,S,3,C08
C09-001,C09,Create phased rollout plan,release,C05-006;C07-008,medium,S,2,C09
C09-002,C09,Create migration guide for existing users,release,C05-006;C07-008,medium,S,2,C09
C09-003,C09,Create branch/PR integration policy,release,C05-006;C07-008,medium,S,2,C09
C09-004,C09,Create support-tier changelog policy,release,C05-006;C07-008,medium,S,2,C09
C09-005,C09,Create feature flag/preview policy,release,C05-006;C07-008,medium,S,2,C09
C09-006,C09,Create backwards compatibility policy,release,C05-006;C07-008,medium,S,2,C09
C09-007,C09,Create rollback playbook,release,C05-006;C07-008,medium,S,2,C09
C09-008,C09,Create release checklist,release,C05-006;C07-008,medium,S,2,C09
C09-009,C09,Create post-merge validation checklist,release,C05-006;C07-008,medium,S,2,C09
C09-010,C09,Create OpenSpec archive checklist,release,C05-006;C07-008,medium,S,2,C09
C09-011,C09,Create external dependency update cadence,release,C05-006;C07-008,medium,S,2,C09
C09-012,C09,Create long-term maintenance backlog,release,C05-006;C07-008,medium,S,2,C09
C10-001,C10,Implement progressive-disclosure-map planning artifact,docs-architecture,,low,S,1,C10
C10-002,C10,Implement assumption-and-drift-ledger planning artifact,docs-architecture,,low,S,1,C10
C10-003,C10,Implement change-portfolio planning artifact,docs-architecture,,low,S,1,C10
C10-004,C10,Implement directory-readmes planning artifact,docs-architecture,,low,S,1,C10
C10-005,C10,Implement docs-artifact-manifest planning artifact,docs-architecture,,low,S,1,C10
C10-006,C10,Implement source-ledger-refresh planning artifact,docs-architecture,,low,S,1,C10
C10-007,C10,Implement repo-sync-inventory planning artifact,docs-architecture,,low,S,1,C10
C10-008,C10,Implement support-tier-policy-refresh planning artifact,docs-architecture,,low,S,1,C10
C10-009,C10,Implement terminology-glossary planning artifact,docs-architecture,,low,S,1,C10
C10-010,C10,Implement planning-doc-link-check planning artifact,docs-architecture,,low,S,1,C10
C10-011,C10,Implement generated-vs-source-classifier planning artifact,docs-architecture,,low,S,1,C10
C10-012,C10,Implement planning-doc-ownership-map planning artifact,docs-architecture,,low,S,1,C10
C11-001,C11,Validate all local skill.md frontmatter,skills-platform,,low,M,2,C11
C11-002,C11,Score local skills for progressive disclosure,skills-platform,C10-001,low,M,2,C11
C11-003,C11,Extract skill script cli contracts,skills-platform,C10-001,low,M,2,C11
C11-004,C11,Add json/dry-run/exit-code tests for scripts,skills-platform,C10-001,low,M,2,C11
C11-005,C11,Build external skill intake manifest,skills-platform,C10-001,medium,M,2,C11
C11-006,C11,Implement npx skills wrapper plan,skills-platform,C10-001,low,M,2,C11
C11-007,C11,Implement gh skill preview/install audit lane,skills-platform,C10-001,low,M,2,C11
C11-008,C11,Add skill provenance lockfile,skills-platform,C10-001,low,M,2,C11
C11-009,C11,Add skill signing/checksum plan,skills-platform,C10-001,medium,M,2,C11
C11-010,C11,Add skill activation fixtures,skills-platform,C10-001,low,M,2,C11
C11-011,C11,Add skill non-activation fixtures,skills-platform,C10-001,low,M,2,C11
C11-012,C11,Generate skill docs from registry,skills-platform,C10-001,low,M,2,C11
C11-013,C11,Audit skills.sh candidates,skills-platform,C10-001,low,M,2,C11
C11-014,C11,Audit awesome-copilot candidates,skills-platform,C10-001,low,M,2,C11
C11-015,C11,Audit crewai skill pack as pattern,skills-platform,C10-001,low,M,2,C11
C11-016,C11,Classify framework-specific skill packs,skills-platform,C10-001,low,M,2,C11
C11-017,C11,Add skill replacement plan for reasoning mcps,skills-platform,C10-001,low,M,2,C11
C11-018,C11,Draft external-skills instruction doc,skills-platform,C10-001,medium,M,2,C11
C11-019,C11,Create skill install rollback tests,skills-platform,C10-001,low,M,2,C11
C11-020,C11,Add skill version drift detector,skills-platform,C10-001,low,M,2,C11
C12-001,C12,Audit MCP `brave-search`,mcp-curation,C10-002,medium,S,1,C12
C12-002,C12,Audit MCP `cascade-thinking`,mcp-curation,C10-002,medium,S,1,C12
C12-003,C12,Audit MCP `chrome-devtools`,mcp-curation,C10-002,medium,S,1,C12
C12-004,C12,Audit MCP `context7`,mcp-curation,C10-002,medium,S,1,C12
C12-005,C12,Audit MCP `deepwiki`,mcp-curation,C10-002,medium,S,1,C12
C12-006,C12,Audit MCP `docling`,mcp-curation,C10-002,medium,S,1,C12
C12-007,C12,Audit MCP `fetch`,mcp-curation,C10-002,medium,S,1,C12
C12-008,C12,Audit MCP `fetcher`,mcp-curation,C10-002,medium,S,1,C12
C12-009,C12,Audit MCP `package-version`,mcp-curation,C10-002,high,S,1,C12
C12-010,C12,Audit MCP `repomix`,mcp-curation,C10-002,medium,S,1,C12
C12-011,C12,Audit MCP `sequential-thinking`,mcp-curation,C10-002,medium,S,1,C12
C12-012,C12,Audit MCP `structured-thinking`,mcp-curation,C10-002,medium,S,1,C12
C12-013,C12,Audit MCP `tavily`,mcp-curation,C10-002,medium,S,1,C12
C12-014,C12,Audit MCP `trafilatura`,mcp-curation,C10-002,high,S,1,C12
C12-015,C12,Audit MCP `arxiv`,mcp-curation,C10-002,medium,S,1,C12
C12-016,C12,Audit MCP `atom-of-thoughts`,mcp-curation,C10-002,high,S,1,C12
C12-017,C12,Audit MCP `crash`,mcp-curation,C10-002,medium,S,1,C12
C12-018,C12,Audit MCP `creative-thinking`,mcp-curation,C10-002,high,S,1,C12
C12-019,C12,Audit MCP `deep-lucid-3d`,mcp-curation,C10-002,high,S,1,C12
C12-020,C12,Audit MCP `duckduckgo-search`,mcp-curation,C10-002,medium,S,1,C12
C12-021,C12,Audit MCP `exa`,mcp-curation,C10-002,medium,S,1,C12
C12-022,C12,Audit MCP `ffmpeg`,mcp-curation,C10-002,high,S,1,C12
C12-023,C12,Audit MCP `g-search`,mcp-curation,C10-002,medium,S,1,C12
C12-024,C12,Audit MCP `gmail`,mcp-curation,C10-002,high,S,1,C12
C12-025,C12,Audit MCP `linkedin`,mcp-curation,C10-002,high,S,1,C12
C12-026,C12,Audit MCP `lotus-wisdom-mcp`,mcp-curation,C10-002,medium,S,1,C12
C12-027,C12,Audit MCP `shannon-thinking`,mcp-curation,C10-002,medium,S,1,C12
C12-028,C12,Audit MCP `think-strategies`,mcp-curation,C10-002,medium,S,1,C12
C12-029,C12,Audit MCP `wayback`,mcp-curation,C10-002,medium,S,1,C12
C12-030,C12,Audit MCP `wikipedia`,mcp-curation,C10-002,medium,S,1,C12
C12-100,C12,Harvest official-mcp-registry candidates,mcp-curation,C12-001,medium,M,1,C12
C12-101,C12,Harvest glama-mcp-list candidates,mcp-curation,C12-001,medium,M,1,C12
C12-102,C12,Harvest mcp-so candidates,mcp-curation,C12-001,medium,M,1,C12
C12-103,C12,Harvest pulsemcp candidates,mcp-curation,C12-001,medium,M,1,C12
C12-104,C12,Harvest mcp-directory candidates,mcp-curation,C12-001,medium,M,1,C12
C12-105,C12,Harvest abordage-awesome-mcp candidates,mcp-curation,C12-001,medium,M,1,C12
C12-106,C12,Harvest ever-works-awesome-mcp candidates,mcp-curation,C12-001,medium,M,1,C12
C12-107,C12,Harvest mcp-awesome candidates,mcp-curation,C12-001,medium,M,1,C12
C12-108,C12,Harvest context-awesome candidates,mcp-curation,C12-001,medium,M,1,C12
C13-001,C13,Refine Claude Desktop harness projection,harness-projection,C10-002,medium,M,2,C13
C13-002,C13,Refine Claude Code harness projection,harness-projection,C01-001,medium,M,2,C13
C13-003,C13,Refine ChatGPT harness projection,harness-projection,C01-001,medium,M,2,C13
C13-004,C13,Refine Codex harness projection,harness-projection,C01-001,medium,M,2,C13
C13-005,C13,Refine GitHub Copilot Web / Cloud Agent harness projection,harness-projection,C01-001,medium,M,2,C13
C13-006,C13,Refine GitHub Copilot CLI harness projection,harness-projection,C01-001,medium,M,2,C13
C13-007,C13,Refine OpenCode harness projection,harness-projection,C01-001,medium,M,2,C13
C13-008,C13,Refine Gemini CLI harness projection,harness-projection,C01-001,medium,M,2,C13
C13-009,C13,Refine Google Antigravity harness projection,harness-projection,C01-001,high,M,2,C13
C13-010,C13,Refine Perplexity Desktop / Mac harness projection,harness-projection,C01-001,high,M,2,C13
C13-011,C13,Refine Cherry Studio harness projection,harness-projection,C01-001,medium,M,2,C13
C13-012,C13,Refine Cursor Editor harness projection,harness-projection,C01-001,medium,M,2,C13
C13-013,C13,Refine Cursor Agent CLI/Web harness projection,harness-projection,C01-001,medium,M,2,C13
C14-001,C14,Claude plugin manifest reconciliation,plugin-packaging,C10-003,medium,M,2,C14
C14-002,C14,Claude plugin marketplace doc,plugin-packaging,C10-003,medium,M,2,C14
C14-003,C14,Codex plugin manifest reconciliation,plugin-packaging,C10-003,medium,M,2,C14
C14-004,C14,Agents marketplace manifest validation,plugin-packaging,C10-003,medium,M,2,C14
C14-005,C14,Opencode plugin/package validation,plugin-packaging,C10-003,medium,M,2,C14
C14-006,C14,Gemini extension manifest generation,plugin-packaging,C10-003,medium,M,2,C14
C14-007,C14,Cursor rules adapter fixtures,plugin-packaging,C10-003,medium,M,2,C14
C14-008,C14,Chatgpt actions openapi adapter docs,plugin-packaging,C10-003,medium,M,2,C14
C14-009,C14,Apps sdk preview caveat docs,plugin-packaging,C10-003,medium,M,2,C14
C14-010,C14,Native plugin version pin policy,plugin-packaging,C10-003,medium,M,2,C14
C14-011,C14,Plugin install smoke tests,plugin-packaging,C10-003,medium,M,2,C14
C14-012,C14,Plugin docs generation,plugin-packaging,C10-003,medium,M,2,C14
C15-001,C15,Doctor command ux spec,ux-automation,C10-001,medium,M,2,C15
C15-002,C15,Catalog browser cli spec,ux-automation,C10-001,medium,M,2,C15
C15-003,C15,Skill search and preview flow,ux-automation,C10-001,medium,M,2,C15
C15-004,C15,Mcp inspector flow,ux-automation,C10-001,medium,M,2,C15
C15-005,C15,Sync preview diff flow,ux-automation,C10-001,medium,M,2,C15
C15-006,C15,Sync apply transaction flow,ux-automation,C10-001;C05-001,medium,M,2,C15
C15-007,C15,Rollback ux flow,ux-automation,C10-001;C05-001,medium,M,2,C15
C15-008,C15,Drift repair wizard,ux-automation,C10-001;C05-001,medium,M,2,C15
C15-009,C15,Config wizard questions,ux-automation,C10-001;C05-001,medium,M,2,C15
C15-010,C15,Dashboard overview panel,ux-automation,C10-001;C05-001,medium,M,2,C15
C15-011,C15,Dashboard skill panel,ux-automation,C10-001;C05-001,medium,M,2,C15
C15-012,C15,Dashboard mcp panel,ux-automation,C10-001;C05-001,medium,M,2,C15
C15-013,C15,Dashboard harness panel,ux-automation,C10-001;C05-001,medium,M,2,C15
C15-014,C15,Openspec status panel,ux-automation,C10-001;C05-001,medium,M,2,C15
C15-015,C15,Machine-readable json output contract,ux-automation,C10-001;C05-001,medium,M,2,C15
C15-016,C15,Guided remediation messages,ux-automation,C10-001;C05-001,medium,M,2,C15
C15-017,C15,One-command bootstrap script,ux-automation,C10-001;C05-001,medium,M,2,C15
C15-018,C15,Interactive/noninteractive parity tests,ux-automation,C10-001;C05-001,medium,M,2,C15
C16-001,C16,Sync documentation artifact `README.md`,docs-truth,C10-005,low,S,3,C16
C16-002,C16,Sync documentation artifact `AGENTS.md`,docs-truth,C10-005,medium,S,3,C16
C16-003,C16,Sync documentation artifact `CLAUDE.md`,docs-truth,C10-005,medium,S,1,C16
C16-004,C16,Sync documentation artifact `GEMINI.md`,docs-truth,C10-005,medium,S,1,C16
C16-005,C16,Sync documentation artifact `.github/copilot-instructions.md`,docs-truth,C10-005,medium,S,1,C16
C16-006,C16,Sync documentation artifact `.github/instructions/*.instructions.md`,docs-truth,C10-005,medium,S,1,C16
C16-007,C16,Sync documentation artifact `.cursor/rules/**`,docs-truth,C10-005,medium,S,1,C16
C16-008,C16,Sync documentation artifact `.claude/rules/**`,docs-truth,C10-005,medium,S,1,C16
C16-009,C16,Sync documentation artifact `.antigravity/**`,docs-truth,C10-005,medium,S,1,C16
C16-010,C16,Sync documentation artifact `.cherry/**`,docs-truth,C10-005,medium,S,1,C16
C16-011,C16,Sync documentation artifact `.perplexity/**`,docs-truth,C10-005,medium,S,1,C16
C16-012,C16,Sync documentation artifact `docs/skills.md`,docs-truth,C10-005,low,S,1,C16
C16-013,C16,Sync documentation artifact `docs/mcp.md`,docs-truth,C10-005,low,S,1,C16
C16-014,C16,Sync documentation artifact `docs/harnesses.md`,docs-truth,C10-005,low,S,1,C16
C16-015,C16,Sync documentation artifact `docs/openspec.md`,docs-truth,C10-005,low,S,1,C16
C16-016,C16,Sync documentation artifact `docs/security.md`,docs-truth,C10-005,low,S,1,C16
C16-017,C16,Sync documentation artifact `docs/external-skills.md`,docs-truth,C10-005,low,S,1,C16
C16-018,C16,Sync documentation artifact `docs/version-matrix.md`,docs-truth,C10-005,low,S,1,C16
C16-019,C16,Sync documentation artifact `docs/support-tiers.md`,docs-truth,C10-005,low,S,1,C16
C16-020,C16,Sync documentation artifact `docs/quickstart.md`,docs-truth,C10-005,low,S,1,C16
C16-021,C16,Sync documentation artifact `raw README/rendered README drift`,docs-truth,C10-005,medium,S,1,C16
C17-001,C17,Policy schema for validated support tier,security-supply-chain,C10-002,medium,M,2,C17
C17-002,C17,Deny latest for validated mcp/plugin,security-supply-chain,C10-002,high,M,2,C17
C17-003,C17,Deny absolute local path in portable profile,security-supply-chain,C10-002,high,M,2,C17
C17-004,C17,Deny external skill without provenance,security-supply-chain,C10-002,high,M,2,C17
C17-005,C17,Secret reference scanner,security-supply-chain,C10-002,high,M,2,C17
C17-006,C17,Mcp-scan ci integration,security-supply-chain,C10-002,high,M,2,C17
C17-007,C17,Skill script destructive command scanner,security-supply-chain,C10-002,high,M,2,C17
C17-008,C17,Sbom generation for release bundle,security-supply-chain,C10-002,medium,M,2,C17
C17-009,C17,Sigstore cosign plan,security-supply-chain,C10-002,medium,M,2,C17
C17-010,C17,Slsa provenance plan,security-supply-chain,C10-002,medium,M,2,C17
C17-011,C17,Security exception registry,security-supply-chain,C10-002,medium,M,2,C17
C17-012,C17,Sandbox profile taxonomy,security-supply-chain,C10-002,medium,M,2,C17
C17-013,C17,Least-privilege secret docs,security-supply-chain,C10-002,medium,M,2,C17
C17-014,C17,Prompt injection guidance for skills,security-supply-chain,C10-002,medium,M,2,C17
C17-015,C17,Mcp tool poisoning playbook,security-supply-chain,C10-002,medium,M,2,C17
C17-016,C17,Supply-chain incident response runbook,security-supply-chain,C10-002,medium,M,2,C17
C18-001,C18,Opentelemetry genai semconv watch task,evals-observability,C10-001,medium,M,1,C18
C18-002,C18,Langfuse integration feasibility note,evals-observability,C10-001,medium,M,1,C18
C18-003,C18,Phoenix integration feasibility note,evals-observability,C10-001,medium,M,1,C18
C18-004,C18,Run graph json schema,evals-observability,C10-001,medium,M,1,C18
C18-005,C18,Transaction audit event schema,evals-observability,C10-001,medium,M,1,C18
C18-006,C18,Skill activation eval fixtures,evals-observability,C10-001,medium,M,1,C18
C18-007,C18,Mcp tool snapshot eval fixtures,evals-observability,C10-001,medium,M,1,C18
C18-008,C18,Harness projection eval fixtures,evals-observability,C10-001,medium,M,1,C18
C18-009,C18,Cost telemetry placeholder fields,evals-observability,C10-001,medium,M,1,C18
C18-010,C18,Dashboard run graph visualization,evals-observability,C10-001,medium,M,1,C18
C18-011,C18,Ci artifact retention plan,evals-observability,C10-001,medium,M,1,C18
C18-012,C18,Eval scorecard docs,evals-observability,C10-001,medium,M,1,C18
C18-013,C18,Deterministic replay fixture docs,evals-observability,C10-001,medium,M,1,C18
C18-014,C18,Agent task performance metrics,evals-observability,C10-001,medium,M,1,C18
C19-001,C19,Inventory existing openspec tree,openspec-governance,,medium,M,2,C19
C19-002,C19,Preserve existing active changes,openspec-governance,C10-002,medium,M,2,C19
C19-003,C19,Map task graph ids to openspec tasks,openspec-governance,C10-002,medium,M,2,C19
C19-004,C19,Add skills-first spec deltas,openspec-governance,C10-002,medium,M,2,C19
C19-005,C19,Add mcp live-systems spec deltas,openspec-governance,C10-002,medium,M,2,C19
C19-006,C19,Add documentation-truth spec deltas,openspec-governance,C10-002,medium,M,2,C19
C19-007,C19,Add config-transaction spec deltas,openspec-governance,C10-002,medium,M,2,C19
C19-008,C19,Add harness-registry spec deltas,openspec-governance,C10-002,medium,M,2,C19
C19-009,C19,Add ui/ux automation spec deltas,openspec-governance,C10-002,medium,M,2,C19
C19-010,C19,Validate openspec in ci,openspec-governance,C10-002,medium,M,2,C19
C19-011,C19,Archive completed change protocol,openspec-governance,C10-002,medium,M,2,C19
C19-012,C19,Openspec docs ux integration,openspec-governance,C10-002,medium,M,2,C19
EXT-001-intake,C23,JuliusBrussee/caveman: intake,skill-registry,C00-repo-sync,medium,S,1,C23-external-intake
EXT-001-architecture,C23,JuliusBrussee/caveman: architecture,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-001-security,C23,JuliusBrussee/caveman: security,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-001-integration,C23,JuliusBrussee/caveman: integration,skill-registry,C00-repo-sync;C01-registry-core,medium,S,2,C23-external-intake
EXT-002-intake,C03,DeusData/codebase-memory-mcp: intake,mcp-team,C00-repo-sync,medium,S,1,C03-external-intake
EXT-002-architecture,C03,DeusData/codebase-memory-mcp: architecture,mcp-team,C00-repo-sync;C01-registry-core,medium,M,2,C03-external-intake
EXT-002-security,C03,DeusData/codebase-memory-mcp: security,mcp-team,C00-repo-sync;C01-registry-core,medium,M,2,C03-external-intake
EXT-002-integration,C03,DeusData/codebase-memory-mcp: integration,mcp-team,C00-repo-sync;C01-registry-core,medium,S,2,C03-external-intake
EXT-003-intake,C21,tirth8205/code-review-graph: intake,context-graph,C00-repo-sync,medium,S,1,C21-external-intake
EXT-003-architecture,C21,tirth8205/code-review-graph: architecture,context-graph,C00-repo-sync;C01-registry-core,medium,M,2,C21-external-intake
EXT-003-security,C21,tirth8205/code-review-graph: security,context-graph,C00-repo-sync;C01-registry-core,medium,M,2,C21-external-intake
EXT-003-integration,C21,tirth8205/code-review-graph: integration,context-graph,C00-repo-sync;C01-registry-core,medium,S,2,C21-external-intake
EXT-004-intake,C21,es617/claude-replay: intake,context-graph,C00-repo-sync,medium,S,1,C21-external-intake
EXT-004-architecture,C21,es617/claude-replay: architecture,context-graph,C00-repo-sync;C01-registry-core,medium,M,2,C21-external-intake
EXT-004-security,C21,es617/claude-replay: security,context-graph,C00-repo-sync;C01-registry-core,medium,M,2,C21-external-intake
EXT-004-integration,C21,es617/claude-replay: integration,context-graph,C00-repo-sync;C01-registry-core,medium,S,2,C21-external-intake
EXT-005-intake,C24,Th0rgal/open-ralph-wiggum: intake,ux-patterns,C00-repo-sync,low,S,1,C24-external-intake
EXT-005-architecture,C24,Th0rgal/open-ralph-wiggum: architecture,ux-patterns,C00-repo-sync;C01-registry-core,low,M,2,C24-external-intake
EXT-005-security,C24,Th0rgal/open-ralph-wiggum: security,ux-patterns,C00-repo-sync;C01-registry-core,low,M,2,C24-external-intake
EXT-005-integration,C24,Th0rgal/open-ralph-wiggum: integration,ux-patterns,C00-repo-sync;C01-registry-core,low,S,2,C24-external-intake
EXT-006-intake,C23,samber/cc-skills-golang: intake,skill-registry,C00-repo-sync,medium,S,1,C23-external-intake
EXT-006-architecture,C23,samber/cc-skills-golang: architecture,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-006-security,C23,samber/cc-skills-golang: security,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-006-integration,C23,samber/cc-skills-golang: integration,skill-registry,C00-repo-sync;C01-registry-core,medium,S,2,C23-external-intake
EXT-007-intake,C24,rivet-dev/sandbox-agent: intake,ux-patterns,C00-repo-sync,medium,S,1,C24-external-intake
EXT-007-architecture,C24,rivet-dev/sandbox-agent: architecture,ux-patterns,C00-repo-sync;C01-registry-core,medium,M,2,C24-external-intake
EXT-007-security,C24,rivet-dev/sandbox-agent: security,ux-patterns,C00-repo-sync;C01-registry-core,medium,M,2,C24-external-intake
EXT-007-integration,C24,rivet-dev/sandbox-agent: integration,ux-patterns,C00-repo-sync;C01-registry-core,medium,S,2,C24-external-intake
EXT-008-intake,C23,Prat011/awesome-llm-skills: intake,skill-registry,C00-repo-sync,low,S,1,C23-external-intake
EXT-008-architecture,C23,Prat011/awesome-llm-skills: architecture,skill-registry,C00-repo-sync;C01-registry-core,low,M,2,C23-external-intake
EXT-008-security,C23,Prat011/awesome-llm-skills: security,skill-registry,C00-repo-sync;C01-registry-core,low,M,2,C23-external-intake
EXT-008-integration,C23,Prat011/awesome-llm-skills: integration,skill-registry,C00-repo-sync;C01-registry-core,low,S,2,C23-external-intake
EXT-009-intake,C24,jhlee0409/claude-code-history-viewer: intake,ux-patterns,C00-repo-sync,medium,S,1,C24-external-intake
EXT-009-architecture,C24,jhlee0409/claude-code-history-viewer: architecture,ux-patterns,C00-repo-sync;C01-registry-core,medium,M,2,C24-external-intake
EXT-009-security,C24,jhlee0409/claude-code-history-viewer: security,ux-patterns,C00-repo-sync;C01-registry-core,medium,M,2,C24-external-intake
EXT-009-integration,C24,jhlee0409/claude-code-history-viewer: integration,ux-patterns,C00-repo-sync;C01-registry-core,medium,S,2,C24-external-intake
EXT-010-intake,C24,remorses/kimaki: intake,ux-patterns,C00-repo-sync,low,S,1,C24-external-intake
EXT-010-architecture,C24,remorses/kimaki: architecture,ux-patterns,C00-repo-sync;C01-registry-core,low,M,2,C24-external-intake
EXT-010-security,C24,remorses/kimaki: security,ux-patterns,C00-repo-sync;C01-registry-core,low,M,2,C24-external-intake
EXT-010-integration,C24,remorses/kimaki: integration,ux-patterns,C00-repo-sync;C01-registry-core,low,S,2,C24-external-intake
EXT-011-intake,C24,Soju06/codex-lb: intake,ux-patterns,C00-repo-sync,low,S,1,C24-external-intake
EXT-011-architecture,C24,Soju06/codex-lb: architecture,ux-patterns,C00-repo-sync;C01-registry-core,low,M,2,C24-external-intake
EXT-011-security,C24,Soju06/codex-lb: security,ux-patterns,C00-repo-sync;C01-registry-core,low,M,2,C24-external-intake
EXT-011-integration,C24,Soju06/codex-lb: integration,ux-patterns,C00-repo-sync;C01-registry-core,low,S,2,C24-external-intake
EXT-012-intake,C20,kbwo/ccmanager: intake,external-intake,C00-repo-sync,medium,S,1,C20-external-intake
EXT-012-architecture,C20,kbwo/ccmanager: architecture,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-012-security,C20,kbwo/ccmanager: security,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-012-integration,C20,kbwo/ccmanager: integration,external-intake,C00-repo-sync;C01-registry-core,medium,S,2,C20-external-intake
EXT-013-intake,C20,Ataraxy-Labs/opensessions: intake,external-intake,C00-repo-sync,medium,S,1,C20-external-intake
EXT-013-architecture,C20,Ataraxy-Labs/opensessions: architecture,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-013-security,C20,Ataraxy-Labs/opensessions: security,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-013-integration,C20,Ataraxy-Labs/opensessions: integration,external-intake,C00-repo-sync;C01-registry-core,medium,S,2,C20-external-intake
EXT-014-intake,C21,fynnfluegge/agtx: intake,context-graph,C00-repo-sync,medium,S,1,C21-external-intake
EXT-014-architecture,C21,fynnfluegge/agtx: architecture,context-graph,C00-repo-sync;C01-registry-core,medium,M,2,C21-external-intake
EXT-014-security,C21,fynnfluegge/agtx: security,context-graph,C00-repo-sync;C01-registry-core,medium,M,2,C21-external-intake
EXT-014-integration,C21,fynnfluegge/agtx: integration,context-graph,C00-repo-sync;C01-registry-core,medium,S,2,C21-external-intake
EXT-015-intake,C20,rynfar/meridian: intake,external-intake,C00-repo-sync,high,S,1,C20-external-intake
EXT-015-architecture,C20,rynfar/meridian: architecture,external-intake,C00-repo-sync;C01-registry-core,high,M,2,C20-external-intake
EXT-015-security,C20,rynfar/meridian: security,external-intake,C00-repo-sync;C01-registry-core,high,M,2,C20-external-intake
EXT-015-integration,C20,rynfar/meridian: integration,external-intake,C00-repo-sync;C01-registry-core,high,S,2,C20-external-intake
EXT-016-intake,C24,xintaofei/codeg: intake,ux-patterns,C00-repo-sync,medium,S,1,C24-external-intake
EXT-016-architecture,C24,xintaofei/codeg: architecture,ux-patterns,C00-repo-sync;C01-registry-core,medium,M,2,C24-external-intake
EXT-016-security,C24,xintaofei/codeg: security,ux-patterns,C00-repo-sync;C01-registry-core,medium,M,2,C24-external-intake
EXT-016-integration,C24,xintaofei/codeg: integration,ux-patterns,C00-repo-sync;C01-registry-core,medium,S,2,C24-external-intake
EXT-017-intake,C20,griffinmartin/opencode-claude-auth: intake,external-intake,C00-repo-sync,high,S,1,C20-external-intake
EXT-017-architecture,C20,griffinmartin/opencode-claude-auth: architecture,external-intake,C00-repo-sync;C01-registry-core,high,M,2,C20-external-intake
EXT-017-security,C20,griffinmartin/opencode-claude-auth: security,external-intake,C00-repo-sync;C01-registry-core,high,M,2,C20-external-intake
EXT-017-integration,C20,griffinmartin/opencode-claude-auth: integration,external-intake,C00-repo-sync;C01-registry-core,high,S,2,C20-external-intake
EXT-018-intake,C23,NeoLabHQ/context-engineering-kit: intake,skill-registry,C00-repo-sync,medium,S,1,C23-external-intake
EXT-018-architecture,C23,NeoLabHQ/context-engineering-kit: architecture,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-018-security,C23,NeoLabHQ/context-engineering-kit: security,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-018-integration,C23,NeoLabHQ/context-engineering-kit: integration,skill-registry,C00-repo-sync;C01-registry-core,medium,S,2,C23-external-intake
EXT-019-intake,C23,rohitg00/skillkit: intake,skill-registry,C00-repo-sync,medium,S,1,C23-external-intake
EXT-019-architecture,C23,rohitg00/skillkit: architecture,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-019-security,C23,rohitg00/skillkit: security,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-019-integration,C23,rohitg00/skillkit: integration,skill-registry,C00-repo-sync;C01-registry-core,medium,S,2,C23-external-intake
EXT-020-intake,C20,first-fluke/oh-my-agent: intake,external-intake,C00-repo-sync,medium,S,1,C20-external-intake
EXT-020-architecture,C20,first-fluke/oh-my-agent: architecture,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-020-security,C20,first-fluke/oh-my-agent: security,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-020-integration,C20,first-fluke/oh-my-agent: integration,external-intake,C00-repo-sync;C01-registry-core,medium,S,2,C20-external-intake
EXT-021-intake,C21,777genius/claude_agent_teams_ui: intake,context-graph,C00-repo-sync,medium,S,1,C21-external-intake
EXT-021-architecture,C21,777genius/claude_agent_teams_ui: architecture,context-graph,C00-repo-sync;C01-registry-core,medium,M,2,C21-external-intake
